Time,Q_in_m3_d,S1_in_mg_L,S1_out_mg_L,CH4_Prod_L_d
1,4.48152974063447,3237.2310445932,1501.683084427192,98.22792097735547
2,3.955012778732944,2937.615391034309,1512.6079431674398,115.24476485084335
3,3.860617612927699,1625.5314190210988,1533.4114963016211,127.64741929850564
4,4.802259570661091,2197.0507701651036,1567.3615889253517,136.3275396458524
5,3.810423120818099,2718.962573037536,1597.4276644439751,153.1930918974069
6,2.7359261380023394,2329.266240615802,1619.2715661029806,188.102427644477
7,3.139094342465396,2649.0409531017267,1645.4640959412018,247.55419580819049
8,5.71334884058548,2357.834741907857,1702.2420570778415,328.17994552680835
9,5.467647823936463,1669.9377454388255,1753.2717443236627,444.5503017000049
10,6.495800554445517,2558.581798729773,1803.4905999207274,591.9020312848451
11,4.618024849876084,2557.6042211780823,1822.944460358692,825.1052855268381
12,5.472270738115666,1842.0906369935183,1840.192859863337,1122.5926023336156
13,3.7099027746339983,3332.522637257671,1820.9102491508618,1577.955927796943
14,5.157697494404595,2814.9737391206304,1802.8882138905335,2115.345681106827
15,3.941343976746438,2667.7791541763195,1750.0291690547401,2883.045747328498
16,4.423654406426238,2647.839218071479,1678.9621493723835,3813.9609919065633
17,4.826650495500318,3099.3329306658406,1586.9852569383522,4896.845396172481
18,5.079157107537432,2101.790043933039,1471.9851387507342,6097.344130159812
19,3.989446333740814,2574.7554407799057,1298.539710009898,7427.299978966806
20,4.642348783547648,2803.144385308087,1118.5757142375694,8589.043225868129
21,5.194739538685059,2598.508328679074,947.5004789972998,9452.415057743845
22,4.176672925672753,2159.313627391919,754.2348530006614,9987.366963479511
23,4.0919614954974115,2140.2091517690933,580.1054668385809,10014.796431008148
24,4.66262289341087,1683.4515627826827,449.032502855464,9513.103268329905
25,5.580288733939503,2232.3973780402216,363.31757454533374,8958.29496514211
26,5.603978699586617,3116.419345179976,301.1342412935812,8927.202617647616
27,3.6846328025545088,2967.7922755034037,225.3241690739476,8816.187252314185
28,5.245796239028271,2705.26018722194,201.0975211447184,8935.663687149794
29,3.9355791727905056,2500.290138627729,161.80089996242464,8636.5168085211
30,4.072078924253701,3023.369041780773,133.89276816733044,8558.0616722078
31,4.846181579362099,2272.72838460346,122.3159356253771,8152.384080691016
32,5.013205366084875,2383.399480874765,112.64322938016215,7779.904323094787
33,3.650435762432469,2497.3135591019995,88.61616805312552,7147.664610803851
34,3.728764883120594,2597.6418292551284,71.58088280429912,6706.884229865634
35,3.8040805553551342,2300.5021008445106,59.988652756985985,6178.693907940981
36,5.11438912099949,2443.9032203176866,61.734888567479736,6310.334592115059
37,4.69517373700779,2893.387456130466,61.524191188158696,6691.834050822059
38,4.922684801533147,1618.9661075217712,63.79858231793322,5954.658007000669
39,4.629667186263975,2552.386390662294,61.22440249006888,6026.51149210391
40,5.197298583258795,2332.7879360153197,64.75184467630396,6143.068050771202
41,3.4175910527650437,1230.3330433938372,53.33104333088619,5012.243994401085
42,2.4186389632501997,2916.701312634595,38.16441313845426,4683.694714033491
43,3.7428067357592445,2405.3133922423563,35.28167980888468,4771.772972717969
44,4.931374879410881,1825.593371028502,41.56744434763939,4737.135239481641
45,3.1909914502756336,2132.8646529420685,36.09536296454683,4442.150647683655
46,4.699082846841114,3448.6049264931653,42.525984900905684,5783.148204586829
47,2.674002393387897,3327.2408973972356,36.715222467726576,5894.0137726837565
48,2.996901807886945,2276.735344887566,34.51018857415123,5461.4964816037655
49,5.240868260640719,3549.392493124995,49.01442304302048,7055.606329275054
50,5.281846857064559,3260.916698424226,65.92685868669693,8058.8764201257545
51,3.4679373628117798,2751.7546790152237,60.478998887013084,7596.167925373429
52,5.30333050327078,2293.1380411305176,68.97648826084605,7277.943472938672
53,3.3762309245839797,2579.7877985219047,55.882518784645775,6547.770339618112
54,4.074200606554605,1837.6268969799003,49.19392922350727,5622.018916913499
55,4.429329296921215,2819.9854546785086,45.73078642967276,5971.220463537169
56,2.9235305033004084,2569.422337632205,35.56318299152541,5443.75081128935
57,3.100812129459153,2643.485470731539,29.595196264606603,5179.889729173353
58,4.229861954145325,2821.375011319491,31.80477340210213,5686.4206119337805
59,4.637416863173399,1824.51070963855,36.88596662327387,5262.368774127757
60,5.5143758920190535,3603.5885774793724,48.116447424655064,7076.717880589832
61,2.637023386047702,2536.6073573837093,38.421278076225065,6337.584172995242
62,6.0146457730887875,2674.647770390493,55.252212353441884,7091.654042143395
63,4.202239466066575,2496.720451634198,53.890024945778606,6762.131533511169
64,7.220910405281096,1884.7699012527055,76.12312069846573,6655.09206398248
65,5.8031022394477425,2424.3707273355753,79.46918398336793,6750.582132619031
66,4.977060488180106,2939.954652250328,76.18030546025933,7103.519354938283
67,4.574759337948567,2937.846733716078,72.73076755400595,7341.037061766453
68,4.069480690640139,2467.38630146932,66.24973962301,7003.55662182893
69,5.734750924009967,2519.555746399944,76.30306948542821,7234.922755302468
70,3.6664291505681046,2322.765084636894,63.936808910382936,6596.9001034142375
71,5.626192526239272,2055.6632195005695,69.81410949006708,6369.010143427881
72,2.809700624791472,3046.4528587369387,51.245157234898876,5972.3510475877765
73,3.887717829612748,1439.2486429803446,45.345636595012394,5008.000276501122
74,4.600760032811173,2696.1954123150963,45.25556303766666,5479.3331260102605
75,5.065677147456832,2680.5138414471407,51.53923791539827,6065.919698430286
76,2.6693010469550726,1910.521510473262,40.36051520919858,5235.940287608361
77,3.968972720117292,2329.8238044944837,39.69469792754845,5179.635671635759
78,5.238363619904536,2021.7003391082465,47.71421073792498,5266.233468041668
79,6.472514673691517,1649.7308455203547,63.68988644489019,5186.835569341171
80,6.699953283387645,3008.3487432683073,82.48873713455349,6503.711123325805
81,4.731900581234941,2010.6994004934159,83.77567960042664,6333.663432615606
82,3.8960339064664327,1253.1912268653282,74.4576223768153,5412.425044423902
83,4.975346146692525,2441.755387056765,74.50177326318702,5604.031957091759
84,2.491200999325896,2961.576741797821,55.080005897741344,5364.7008918562215
85,5.5683489752524835,2497.7565580581345,66.94236152638965,5964.4194250545615
86,4.727054259409979,2276.2914313068877,71.66709563389644,6030.326424503216
87,5.984726355526057,2633.922264841882,88.76635102711623,6676.963854400249
88,5.092693848755861,2347.797350721657,94.07723428281533,6748.951777924278
89,4.202725824800755,2783.4884098985885,87.35644226476091,6832.659922787611
90,4.687048566074605,2634.284218195471,86.84058175717233,6964.917789788747
91,3.8260928287597045,1802.170510857688,76.59833849703398,6224.376722163468
92,3.1351277971049214,1341.8075077541048,60.648410403830184,5070.738414623057
93,4.545091408574832,1977.152474509191,56.52660938884659,4865.480853679997
94,4.816898380710709,3547.8715673029287,57.64033565373624,6135.556867979304
95,3.520409344733471,2388.9047453818325,52.940656281856484,5970.444129359274
96,4.969938820412994,2812.5188740305093,61.92543656131016,6549.551949256673
97,3.8411765130202706,3390.025850499213,60.09389490931745,7016.2615236835345
98,3.4149795065642836,2033.221118771361,54.4413460447338,6290.207502047779
99,2.330174520831207,1983.1846403519842,40.71094255062947,5185.543712971751
100,4.589683612700423,2258.2916200930135,42.49969807484192,5258.455559003242
101,4.326188188210185,2084.9679602531655,42.415333677952084,5085.273063315504
102,3.811368964165037,2289.4797355620212,39.28483438780856,4964.12326644985
103,5.110302308969927,2034.8954260396943,45.19713587838587,5079.754904894175
104,4.974857861407508,3084.211750946436,51.4186477002128,6058.7930991629555
105,4.4739040862227695,2720.391519484514,55.819403960389586,6398.107245933193
106,4.311264854735816,2360.5903416099645,58.095308254207666,6289.999240947379
107,6.089948295610339,2947.155821294717,76.31968143036536,7288.130931298469
108,3.559887694586155,2510.760705656478,66.87309351610739,6888.217532446282
109,4.203649581704452,2271.202073749508,63.48386468575807,6471.934109122859
110,3.307243462992812,2167.791497810939,52.121438851423314,5743.529205159938
111,3.92136041842554,2105.86321157677,46.698479320146156,5308.399880632788
112,4.506048881975897,1871.345883732427,45.72593687948393,4970.1682277251675
113,4.217204603769326,2293.7187021049976,43.36569284615381,4998.189860277548
114,5.863086127381246,2180.112680024913,54.40574832931481,5444.991519513942
115,5.219237417740333,1752.7136207282792,60.41598738610072,5211.193174579649
116,3.632069399185899,3258.7557247193836,53.00183786264755,5607.316150108787
117,3.5847164669328926,2770.644755960949,48.930089844311894,5754.575985459488
118,4.666435029295151,2352.316707724449,55.50715825766317,5918.872227933552
119,3.1833884211195445,2187.4302418343036,48.458922253454155,5452.931669992784
120,3.1960949253179267,3329.3159716053406,42.63547468206755,5732.390681394269
121,5.359445947242457,1817.9648516740021,54.04648929982187,5562.068051926414
122,3.736256608039024,2573.150330478956,49.9530327704237,5510.931394903718
123,4.056602852183031,2108.1511291670595,48.53157199330212,5273.789656498968
124,5.326315387351172,1795.8864813085293,55.817674843659695,5122.090922204671
125,5.521266747519645,3675.409622089239,66.03979977665323,6764.979799858782
126,3.4670153836218685,2271.4395158776206,60.27070248578738,6457.20932110885
127,3.0441311042536205,2432.575241886394,51.28908447876133,5969.853977735437
128,4.632855904179913,2105.091654435976,54.90927523177759,5762.291518119703
129,4.5753135501843065,2315.130774970018,56.07490310034941,5738.114461198023
130,3.7363058077702385,2910.8583527246565,50.71771700491926,5895.108879665116
131,4.447842749072463,2540.8602803455137,52.68083512749999,6054.775958700625
132,4.376998544585158,3209.5393412773683,54.89557245659073,6695.179814346061
133,5.283087347656324,2380.7033937346373,65.79716351691015,6825.549343757231
134,5.670780510992341,2791.252923256411,77.99706308783288,7373.696851679735
135,4.376575351870151,2480.004795284034,74.19417320936793,7104.548576718486
136,3.9361991784580237,3041.7063617125705,65.81589731636004,7110.3796048610575
137,4.731393580152125,2407.7563326454638,65.9460534433841,6905.830797392094
138,3.868981868400348,3504.5094256842044,58.53209263122081,7264.752065343922
139,5.381546748423191,2889.9602819326965,67.29184331995701,7768.566748282854
140,3.6561637455028553,2865.634202575034,58.72436043141239,7380.983601159583
141,3.4877831811029347,1040.9512938566913,48.900461793142206,5517.11659122308
142,5.729464443086629,1243.8453657258176,51.005915689961384,4585.907566746415
143,6.188591784540977,3129.498141802238,56.817201627711256,6197.76763930087
144,4.456031650003406,3644.790396530752,57.31235701148035,7203.006971456854
145,4.433198087732906,2341.1804464491797,60.75111862514558,7036.962514119302
146,5.774102403970741,2519.952644788166,74.96261353764278,7308.20411329024
147,5.186122349004215,2610.5963070702132,78.89914441301299,7379.452123561615
148,3.4594516500928254,2810.573054005476,64.28743668509394,6974.46504614057
149,3.921571096410392,2216.8893728694948,56.68102987777232,6359.717142131606
150,5.398488432351034,2333.8541931022387,61.6558632830687,6414.751886369802
151,5.215490919641873,3266.235967204072,65.88911557376281,7314.704618317831
152,5.5793256510604365,3303.72051632303,77.55189158789919,8315.109983787179
153,6.1571767002212665,2845.334912864504,96.53858967146888,8852.864989504784
154,5.477771820539559,2369.6746064160684,100.3707370200113,8456.265002525188
155,3.990290252379525,2308.8784617258243,82.1357732856938,7520.56320874961
156,4.055391573715196,2691.01008694877,67.56020416215394,7059.140150180808
157,5.469551586061553,2009.4820577289015,68.07158616735104,6567.823995535365
158,2.907677243502648,2852.2584646187065,48.98025129913666,5981.465908651047
159,5.727440092433109,3177.551372520299,57.3277272840684,7211.0604673161415
160,4.950788301670277,2477.0805523219597,62.107633662336156,7177.204931076085
161,4.040642949851911,2640.701774995719,56.939166151112005,6882.182788571242
162,6.495237471605055,2354.233604861301,73.63347623274032,7178.938879868057
163,3.2587079912805805,2701.8574674991673,57.380298516372214,6595.689734112824
164,4.763877075557085,2903.5966974374423,57.51597754796708,6940.789504029206
165,6.352659853477309,3822.551511349998,77.66517064827961,8952.823480958712
166,5.303563491566586,2422.9256043460655,87.06146315933546,8724.990253333237
167,2.654961963988273,2430.282961067218,62.347813387971215,7393.37262423409
168,4.7842856964442175,2359.2622614348247,59.74229689343627,6913.895619571089
169,4.231065725461228,2009.477368594124,52.01824262357893,6055.8214860895505
170,6.615956015750424,1923.0166659010283,61.99961035325111,6007.922513974789
171,5.222569294038978,1849.8305090135916,59.898031537323085,5556.8217144568225
172,4.416410134144061,3024.5375475446217,53.89143668364693,6007.832749860736
173,5.337574417195784,1969.897384754734,59.91125960270956,5892.866348670297
174,5.065014202680974,1962.1433380126923,62.757803763525175,5662.861815562467
175,5.0853271305349725,3017.0250542897047,66.19701101544157,6370.369297519243
176,4.91101891569096,2108.9610153151907,70.36021980997207,6267.758945410155
177,4.64748378975952,2733.7185106876445,71.13760431048016,6516.017207334687
178,3.455666396672867,2010.4830757817276,60.78737682198037,5927.609883707012
179,4.851257501933068,3250.0518765953284,64.91367779311238,6753.67319880339
180,3.880230103190478,1925.8797422028138,60.84771789290754,6184.6628396823735
181,5.5664345775575175,3218.217850296399,72.49668083863216,7241.576550004864
182,4.035059705672267,2239.1636687488012,68.40315607454866,6821.978295451283
183,5.046615468529122,3876.723634706647,74.61249810640301,8141.111130683882
184,5.355797264609761,2228.673254318909,84.9327399875688,7888.338654793721
185,4.455111166834197,2339.7620784709197,79.19471220958317,7310.777191360526
186,5.164086149752841,2267.7414180303226,77.78599323674413,6944.758955591481
187,4.695665742631699,2151.4720011301824,70.74063458567032,6423.942244013363
188,6.066399668845922,2564.3147548827906,77.39005642891685,6860.575735002222
189,4.191381797394828,2370.055498771802,68.00661557467515,6501.278215288727
190,4.078879416786448,2127.749246391733,59.963839343357755,5989.690596439817
191,2.575448312134981,2547.8110502075942,43.409550714807416,5344.593793967898
192,2.3699188104091222,2668.6067072008295,31.370205935037617,4834.684641554988
193,4.26078313351268,2240.8905835274018,32.947012857542276,4937.06287655649
194,4.892465113618156,2480.262511896259,39.63669584018967,5441.959490486332
195,5.474232123778809,3347.855671438392,53.142172498673816,6881.658839014574
196,4.367601168600294,2963.6261180376828,58.178689435152236,7244.64146973043
197,4.019390297272881,2376.030358302967,57.74725074224953,6849.790929186993
198,3.898062163881857,3509.5134584527473,54.51981185354777,7274.784844634222
199,5.1678344751815635,1898.9785712986109,61.82944829130385,6661.367472832651
200,4.210657815960363,2133.6241052685155,56.42235765113668,6039.048605489837
201,3.8848134930824694,2182.6538555519155,48.39383600327734,5526.228089661103
202,3.6548776037988,3148.199698548831,41.40211739821579,5827.099283635101
203,5.940463342229508,1842.6569553229592,53.2149723976824,5729.51280284839
204,6.232280467022898,1981.3620099716886,65.48379198079596,5795.218161247757
