Time,Q_in_m3_d,S1_in_mg_L,S1_out_mg_L,CH4_Prod_L_d
1,4.003437599266812,2373.004744706047,1500.0121132955546,98.91689274453522
2,3.908688174903042,2888.861049895768,1504.6823612811363,115.70331466872959
3,5.232255811558996,2260.5203371100074,1524.4379943236765,124.7537800757925
4,3.074338615763495,2238.4705061008794,1541.143629662966,134.9539851388189
5,3.7825121638135353,2288.238887904781,1566.5727874810518,149.6072590477599
6,5.534869125431014,2746.6864318126427,1613.4157668669345,175.51095881768453
7,4.35802487493625,2378.633250675028,1655.1893093558347,223.7020275651461
8,3.304462538967628,3121.88193441541,1685.8043184399369,305.27332861163643
9,2.203349048973589,2969.7117684303034,1700.522214316017,441.90282558819496
10,5.901108011015901,2070.8621744807647,1764.688576971308,606.8041503504892
11,4.2690148745776115,2840.462722581898,1796.9234058646855,867.3898899270224
12,3.673346382204681,2465.5839971102287,1808.4117757645836,1257.550359605324
13,4.233440303300951,3059.779193760698,1811.819164966736,1788.447382227819
14,4.821634964354346,2213.491384445829,1803.6838051606453,2480.082600708589
15,4.660167930347284,2775.1482459103268,1763.376814356076,3378.985096055629
16,4.05592268885707,2448.937356385581,1676.969360709226,4534.696562275757
17,4.37816674739678,2382.470945407181,1555.3785906387086,5837.514997423715
18,4.618451335021063,2179.704193320605,1397.5782266197764,7157.065845752453
19,3.7702527253419085,2198.9820128210276,1187.736240725098,8399.096713580655
20,5.586147556613491,1499.6767960198677,1001.2197348949899,8859.788111334885
21,3.957858081202875,2979.0137025992567,780.2931356418845,9199.888482429235
22,3.3025719601424033,2178.718792731267,574.7028927003033,9188.485474070529
23,3.9210919633423478,2196.308473301591,425.20949215392045,8819.36743551286
24,3.9345899747477784,2557.7287764583584,315.5660086089195,8454.375731721924
25,4.8266767837353886,1650.5039891273104,253.5006911427531,7843.383161653039
26,5.201368140900903,3020.742785250619,215.68604001304936,7906.996379290822
27,5.553399150630726,2224.20183433183,198.1232554160486,7831.660427150949
28,5.371501564559689,3292.0017651074377,184.62106947139566,8336.244159846348
29,4.370127422743525,3410.945170475113,161.76697499233993,8833.020321923528
30,5.049162532682365,1890.2788432034872,154.90000134620124,8455.754449798105
31,4.165531293213954,3293.1942394302855,131.78902292702648,8526.00610360179
32,4.992353154355449,1911.8033732366885,122.29684988240024,7829.5741314814195
33,4.055413109548261,2509.41690719757,100.39122426334295,7284.274242845472
34,6.293636805138277,1631.4633598789308,104.0050323267087,6555.979018652809
35,2.9266567843992632,2313.029102297164,73.85379391320284,5730.568656734253
36,4.952743994379774,2862.948407614361,69.17124894972858,6228.258922175612
37,4.569449146553162,2718.663471406528,67.05402445921825,6486.579501078462
38,4.5462412172716675,3125.8378502664937,67.96219165564709,7030.659025626789
39,6.379652972174222,1928.5895648500286,88.48460751181607,6904.495659115912
40,2.9808731818386542,2933.459369482297,68.06602732715619,6480.534037124393
41,3.750907064185487,2662.2861485498297,59.16877833015594,6305.369200495734
42,6.461224730502327,2975.736723485218,78.26856126384695,7478.22186323309
43,5.242858858751511,1866.4268430416178,84.05831908597696,6939.2528422737705
44,5.602389997034787,2443.1086553318996,88.44653506661685,6980.708022555977
45,3.1520958942937702,2987.654908472546,67.9139940055891,6643.843548488493
46,4.697116060682028,2294.8995162274123,66.14189560897421,6451.67614181527
47,4.6558075117371365,2233.016892901505,64.41553127838094,6204.59999950296
48,3.358595005593019,2332.8548764550483,52.502038160297126,5685.266904330311
49,3.1843322357665813,2373.1400666236336,42.58498360025638,5253.274716677802
50,5.3943934384889864,1939.8437047197112,49.46865953089404,5259.724449672573
51,4.6470467828179505,2861.085819055147,51.30671565322505,5837.972351762927
52,4.106955079224019,2151.0766852215247,50.45704683644097,5618.056332146188
53,3.834748498270169,2571.5258678399678,47.682229293441466,5619.877952407546
54,7.1094112253787225,2681.3134381754126,75.23329514226867,6847.8515838774765
