Time,Q_in_m3_d,S1_in_mg_L,S1_out_mg_L,CH4_Prod_L_d
1,4.591606698430096,3097.439786425911,1501.643768536033,98.04047148798219
2,3.106939129455031,2152.9028217279947,1508.132165484661,116.42929254550921
3,3.36666589622881,2735.357314041384,1520.937719501488,129.23328463390328
4,6.1803050326105735,1957.4611887271121,1560.742749001002,134.91049400529792
5,4.576957880786754,3028.2570782718503,1597.114806125244,149.66822057225727
6,4.091160015771482,2998.6199482469183,1635.9574445387739,180.47154130042443
7,2.6795704877484408,1678.5516810747522,1661.6619107301342,238.8841876652293
8,5.786463185668822,2795.9079798365765,1728.1858278757882,316.731297954295
9,4.520838343237077,2236.4503039095925,1777.162839164752,441.38817703372746
10,4.881677713642594,3101.7081175623543,1825.8849193272995,621.6727452162382
11,4.762039213337688,1993.197446673187,1865.4779239174763,886.3064969402672
12,2.7208895119261403,1657.6014677900275,1859.3681876752728,1320.5444103640782
13,5.743291955153537,3745.357530596413,1876.308670318168,1816.074279728066
14,2.6229268856535413,1921.4062200483704,1825.698868305218,2649.740830765563
15,3.3892959433787526,3084.432873085252,1755.7503298832614,3711.6101818161333
16,4.934587423392924,1812.3256295819233,1676.042651244392,4892.8373747896985
17,3.7188803929038343,1454.9768252734473,1527.2025627183796,6287.356377920069
18,4.8467430364187365,1709.45330320266,1352.7457551629961,7412.2565687702
19,4.971146158517386,1050.2516009609205,1145.7353084296556,7957.807264508202
20,5.187568487469829,2330.038746892341,931.4518551338062,8121.009222273485
21,3.4350822814448767,2159.5404277146827,704.0535813141245,8170.476409142849
22,3.731012393678797,3369.712948894451,524.0745021189585,8106.173029522527
23,3.8680976418369233,2357.351255290631,394.5947493600888,7965.907179003869
24,3.730354177040527,2006.0935674331981,300.6100173701888,7688.290339710506
25,3.681985857592462,2365.7005461702,233.0799590903293,7453.46447853942
26,4.625541481833651,1999.5594952229526,200.25131432365262,7205.401786080784
27,5.024062450079592,1893.6122561362067,180.82676722390323,6886.727564612545
28,4.632611395060102,2058.149043836978,158.3558346427237,6578.0296346285595
29,3.1241043226307363,1392.5382976290289,121.13709669105113,5805.857938530222
30,4.555303918092448,3007.8484473346,109.29828444340477,6138.224751908724
31,5.416353860140385,2566.6932210340274,114.5400562169968,6559.58793257151
32,4.184702210680379,2502.6249313179287,106.3849228656352,6620.475325416982
33,5.044573130300047,3464.9070162703892,111.62073346588498,7536.623526088358
34,5.7194307026981654,1908.9978075477409,126.54859558305284,7401.984485351096
35,2.9451819176027456,2120.6836476835656,98.7087042277084,6661.52302765877
36,3.574677829995717,3286.3530510443584,82.38331490858415,6778.405535930225
37,2.210221641744982,2738.4170720256952,59.04771927254795,6107.930341491052
38,3.2231219218869223,2031.6898306168603,49.135172312365945,5403.120708757916
39,3.5466735833853735,2486.6377205818776,43.26675389746512,5244.475864854896
40,4.606466400315328,3159.506679993445,46.50878827032491,6168.075599293446
41,5.113123967891016,2103.3807504756387,55.533918756782455,6085.444775538086
42,3.7309967415896703,2441.480502377102,50.996630523821764,5804.466890252719
43,6.278429986724418,1609.4782237258219,64.53101928117876,5470.716366949455
44,3.661292394612009,2859.261153683739,54.46400741065812,5528.527801453886
45,3.998110781745093,3080.2323061470747,50.736419536793356,5991.150009392476
46,4.571601730715221,2709.0996828196717,54.895160245039825,6355.645958839428
47,6.616254056517761,2391.4246214796062,79.12714015088258,6935.755047618469
48,3.955352014420524,1756.8256833207074,71.34464839812917,6130.273091719959
49,4.746878369727907,2406.134303685757,69.41111704111525,6092.581474737202
50,4.154741903742157,1945.6432309020797,62.53370993390434,5593.262449834197
51,3.9878661902953154,2880.6896791303166,56.08869716264601,5817.763802308971
52,3.4477934336350815,1884.9200637878803,48.37884142553291,5232.604981297957
53,5.151317846121415,2260.9751629939738,54.43473791672955,5479.660540883962
54,4.064813714780449,2524.5156785405275,52.272613514722146,5560.534900926964
55,5.079630049876011,2820.341764220877,60.12704170619421,6243.918875527944
56,5.536804569014879,2279.8067747895166,73.27131111593704,6460.302907313647
57,4.576592722470471,2798.6550997342356,74.19637325035885,6719.239142701015
58,4.1176953138932,2921.836121433929,70.44873448582396,6895.966637695369
