Time,Q_in_m3_d,S1_in_mg_L,Temp_Factor,CH4_Prod_L_d
1,3.3156984474397593,3354.4927688671323,1.0,100.08217904456832
2,7.414294700350297,1772.1687563569167,1.0025820034233752,111.08811574773247
3,7.166263255217354,2512.14712327038,1.0051632417434118,117.18558066220133
4,6.029236166998079,1316.3936376307138,1.007742950083488,123.46898986248742
5,5.386245445346495,2057.9737313531255,1.010320364020348,134.38408030460894
6,5.615843844795807,2527.664098992431,1.012894719810617,153.39944048106963
7,4.601626728744169,3631.354208615053,1.0154652546171152,188.29760082326098
8,4.077781969308797,2794.084797456688,1.0180312067349029,246.63700189837968
9,5.550379553109452,2126.547197956557,1.0205918158169898,326.5557468019817
10,4.847275749695269,2555.702182030227,1.0231463230996423,450.6066662831712
11,4.599917176258626,2856.9718158813585,1.0256939716272215,637.241937542948
12,2.898511903450091,1964.9382290041017,1.0282340064764866,951.3593274114761
13,3.9972568212395982,2709.6820651569906,1.030765674980293,1378.3452899543245
14,4.419443675657739,2517.4906007881837,1.0332882269506247,1958.4374633805423
15,3.1120916207653435,1114.7766145600324,1.0358009149008924,2817.023685592812
16,5.3315035296414335,1807.8715938491735,1.038302994267428,3706.9821340128874
17,4.866005777439294,1774.752091998666,1.040793723630116,4692.490673194683
18,3.821298026202202,2568.065887426693,1.0432723649320914,5812.572418769932
19,5.233080640953423,2544.368314394226,1.0457381836984434,6714.293252748947
20,4.976120047668509,2601.8153824220703,1.0481904492538547,7529.868122557621
21,4.841036452312202,2104.904587290385,1.050628434939117,8149.474426190463
22,3.614157007071343,2472.1539750378306,1.0530514183264557,8592.555887357326
23,5.772140574729479,3127.5435523080496,1.0554586814336009,8940.930862698695
24,5.953167027013222,2941.405465557641,1.0578495109365411,9468.713604573812
25,4.375184815948809,2161.8324957243576,1.0602231983808958,9736.261247348111
26,4.860149313545289,2064.809807742777,1.0625790403918476,9626.306459879508
27,5.092236073561274,2097.4420634146036,1.0649163388825647,9269.748374495537
28,3.3711633187254932,2722.607406539366,1.0672344012610615,8805.14513394243
29,4.570780792440103,2204.8385225794987,1.0695325406354277,8321.645128473923
30,6.352589536600386,3466.7082820737605,1.0718100760173683,9277.365430412965
31,4.429266755815067,2584.2191070502395,1.0740663325239965,9166.440647723844
32,5.079186727007003,2585.8992492527454,1.0763006415778156,8983.480563885794
33,5.047158096866838,2450.0782796043895,1.0785123411048325,8561.883127475205
34,4.473522262401832,2047.6006585003647,1.080700775730745,7592.418169418675
35,2.8858517213207353,2751.946510079818,1.0828652969751429,6708.817179422412
36,3.302408141466649,2266.097696962763,1.0850052634436675,5882.462304460172
37,2.1692155244433304,2446.811186108325,1.0871200410180701,4895.720111719416
38,6.668463396569138,2472.6839318180837,1.0892090030441146,6202.015121594939
39,4.612864204396269,2185.778870438316,1.0912715305172689,5995.889386701434
40,4.068021189712902,2592.43710979807,1.0933070122661301,5986.193193942821
41,3.6223729058592595,1875.6157061199344,1.0953148451335266,5247.860364856852
42,5.347815457129683,2635.6411237766465,1.0972944341552473,6036.099847946845
43,4.283025138957929,2001.1493521600864,1.0992451927363418,5633.978006085388
44,3.2910575704286202,2149.135112945425,1.1011665428249418,5082.938119088476
45,4.615735018395967,1925.9781591329267,1.10305791508355,4936.547721575333
46,4.770479174180984,3212.836614687684,1.104918749057747,6129.022271177911
47,3.636325817213002,2069.814034812888,1.1067484933422662,5665.58725256173
48,3.3685925509484034,1918.5367206451397,1.108546605744387,4999.493123028091
49,4.100974493082193,2423.0851842526986,1.110312553444598,5163.369286252662
50,3.6817700406143796,2672.132761144603,1.1120458131544833,5343.086876611677
51,3.871542717666701,3606.236441736214,1.1137458712717843,6383.140173696342
52,4.216029567065874,2885.0277711350277,1.1154122240325908,6768.914782303574
53,4.5965677736195545,2427.575051731366,1.1170443776606163,6683.179030590051
54,3.714118083926669,1484.9455715224972,1.1186418485135166,5344.716092675565
55,5.24021197509394,1689.5462530275267,1.1202041632262014,4947.662443032475
56,6.0001955930089945,3071.8564545355193,1.1217308588511041,6601.607115394002
57,2.723844914472766,2182.397448477032,1.1232214829953622,5757.216621265304
58,4.581469026475504,2219.5763731642887,1.1246755939548712,5703.172467590127
59,4.622478761249725,2890.525539483133,1.1260927608451716,6342.527093535819
60,5.386523655521753,3038.3138725176386,1.1274725637291292,7382.463939114942
61,5.750546176041703,2136.7933384544763,1.1288145937413705,7236.322949677792
62,4.461042855025606,2284.236073985137,1.1301184532094395,6740.575006712473
63,3.66048867657734,2413.2778337546865,1.1313837557716364,6169.359869671473
64,4.652229005432137,2019.551665151751,1.1326101264915045,5755.991271182779
65,4.1825517114685224,2375.0664853604235,1.1337972019689322,5639.833367224248
66,3.736621488497449,2700.643025192391,1.1349446304478366,5694.10546398584
67,3.3381464154057956,3492.7023386347155,1.1360520719203955,6192.917790239205
68,5.856615019974043,2575.268465467491,1.1371191982278002,6995.625735255166
69,5.036190209356405,3010.5265853977967,1.1381456931574951,7646.216118258266
70,5.262756071411737,2257.291783816335,1.1391312525368795,7345.668177786917
71,5.518412722871703,3165.9791226484103,1.1400755843234387,8221.010558298052
72,6.8454811996358105,2864.3677059551133,1.1409784086912844,9142.195566879742
73,5.756013933895072,2404.118892950208,1.1418394581140714,8748.540448113521
74,4.3049729770702285,2246.668200638915,1.142658477444273,7647.993152488712
75,5.457023921004732,2002.6504968150361,1.143435223988786,6888.997325844031
76,4.943094549584315,2573.7210648779724,1.1441694675808451,6841.19019226006
77,4.787164172984579,2343.7697758072586,1.1448609906482283,6597.019118233157
78,5.1602317473497346,2437.2447423422323,1.145509588277726,6681.4325311331495
79,3.93466440026516,2799.1354963279864,1.1461150682758632,6602.61927131061
80,4.909894647874034,2455.649884569158,1.1466772512258485,6671.553257153173
81,5.40437013986075,2164.0370989170096,1.1471959705407415,6544.808149453547
82,5.0538295953737835,3171.0694675200193,1.1476710725128139,7407.075510795527
83,3.5019450560571794,3612.09209952923,1.148102416359098,7688.740827194239
84,4.30947059907724,2458.8327115938478,1.148489874263103,7250.644529655987
85,4.013953423834862,2461.170796342132,1.14883333141269,6667.878472467554
86,3.4521022739495044,1809.0125171694308,1.149132686034093,5382.462101784106
87,3.2980709726396302,2265.62524047412,1.1493878494220768,4836.426853152956
88,5.467291385382953,2506.9659599190923,1.1495987459662234,5799.213826591966
89,3.4625974068964043,2444.1081532845974,1.1497653131733347,5453.082397730182
90,3.7922092406107764,2012.082861471697,1.1498875016859524,4964.595950032987
91,4.186969565232641,2749.7526655496827,1.1499652752969836,5513.228697467277
92,5.171660319991007,2249.212995346369,1.1499986109604285,5817.179446795224
93,3.8942957698352716,2846.6446746317756,1.1499874987982106,6036.917561906005
94,3.9696262604432047,2484.4490247706826,1.1499319421031036,5929.216428608839
95,5.570039622128793,2208.0799223159597,1.1498319573377551,6167.504136162545
96,6.429408352735399,2538.3256671045033,1.1496875741298087,7026.443316957334
97,6.163491519031128,2438.802877049785,1.1494988352631255,7407.579673907188
98,3.819669520560222,3098.3644153722144,1.1492657966651045,7378.804701654486
99,5.575086780324779,2676.4834950288273,1.1489885273901121,7775.246510856124
100,5.094132187251542,2213.4659186231515,1.1486671095990182,7323.190104366054
101,4.5032112109092255,2885.359435406148,1.148301638534851,7375.549353932667
102,3.941287166618767,2203.695301397758,1.1478922224945745,6574.667308181368
103,4.322875357478552,2870.252445418493,1.1474389827969973,6743.088915115957
104,3.6964858535455933,3171.3053639277105,1.1469420537468236,6861.178073544138
105,3.9095252523933897,3192.679096116105,1.1464015825948553,7116.4091143514515
106,6.11412192153949,2110.1083341269987,1.1458177294943592,7005.224474493859
107,5.761534068294592,2454.9392808807597,1.1451906674536096,7177.760567729646
108,4.8191971190318235,2604.751128521924,1.1445205822846223,7106.687763596602
109,3.8829149484716132,2257.2295025314447,1.1438076725480943,6343.466989693516
110,4.929187499311434,2130.65501604668,1.143052149494567,6043.197160229316
111,4.634101825147752,3451.827287906648,1.1422542370018256,7133.304703792438
112,5.770107399572319,2195.2638276498114,1.141414171508563,7101.534154371855
113,5.907301452392015,2628.5513429067173,1.1405322019443147,7554.303451967619
114,4.000613494924934,3243.9163095196,1.139608589655697,7673.7080361046565
115,5.389994571945484,2311.977244708921,1.138643608328964,7447.517904359303
116,2.819223670839561,1383.8279757125817,1.137637543908909,5563.473533300401
117,4.088909661113593,3141.6665549895542,1.1365906945141324,6138.896489415549
118,5.405153938376708,2981.7817457485403,1.1355033703487027,7202.293811122547
119,4.390303462940781,2776.1158591470494,1.1343758936102364,7225.584432756694
120,3.3581947545996056,2985.08314613897,1.133208598394424,6834.890741650309
121,3.643524499364326,1801.5969148091704,1.1320018305960304,5586.861833323362
122,3.1665806451001686,2466.389293649959,1.1307559478063982,5069.343080439129
123,3.5509719430959246,2015.6412144640635,1.1294713192074868,4562.1575698149
124,4.316973377362187,2389.1850387836816,1.128148325462474,4951.0138294534645
125,3.491502192476615,1788.5735650887982,1.1267873586029595,4328.349353051778
126,3.151019867053188,2463.390172624658,1.1253888219127957,4311.955758081876
127,5.135725066331916,1432.3822274526237,1.1239531298085865,4053.674915050726
128,4.238155546593165,2742.977493240436,1.1224807077168875,4845.837816634098
129,4.229860994271469,2987.874896362303,1.1209719919481418,5683.704773568645
130,5.969125648178714,2347.598543630981,1.1194274295673923,6369.098190460829
131,5.047216313288721,2561.2863403230594,1.1178474782618073,6690.334024819818
132,4.2259026631110315,2192.7330424539964,1.116232606205056,6291.54531358062
133,4.574999933054259,2709.403854466775,1.1145832919185814,6529.1028544477695
134,3.4451558388415155,2458.4607138528254,1.1129000241298013,6077.768050384305
135,2.4755569385040124,2430.016170333993,1.1111833016272894,5258.438076793554
136,5.864684588249959,2254.7920289750846,1.109433633112973,5839.916492335859
137,4.534660252603812,2828.535102171618,1.1076515370513942,6312.734995369195
138,4.412774513281355,2986.765252257509,1.1058375415160766,6798.220944512527
139,5.600086014955735,3188.559679662266,1.1039921840330467,7965.165979892991
140,4.647787967640476,2450.1459116370042,1.1021160114215525,7643.805503689638
141,2.250220176590937,1849.676454082233,1.10020957963203,5938.912123860438
142,4.80961524528937,3116.420952551178,1.0982734535813627,6795.882126016683
143,4.219356806708075,2176.591147758735,1.0963082069854846,6200.103339581008
144,5.1378365888981685,2806.643910418572,1.0943144221893752,6799.234304840505
145,4.452250745998423,1711.9900018969836,1.0922926899944991,5815.580100170538
146,2.5478922839787836,2422.4265547483724,1.0902436094837384,4946.944794963487
147,4.012101105312446,2969.236917666027,1.088167787843871,5564.794816912445
148,6.786068471614241,2362.213991460651,1.0860658401856487,6543.262084638371
149,3.61311571933744,2454.918314273918,1.0839383893615264,6093.806041557651
150,1.95011330200695,1834.2774558924616,1.0817860657810976,4730.56111309193
151,5.032740685048372,3496.827701805732,1.07960950722429,6541.499499278751
152,3.567472764382286,3364.3995971895934,1.0774093586523779,6896.452541983496
153,4.413466708279999,2442.8017059861622,1.0751862720168663,6683.428342027769
154,5.124436893711814,3620.926723121254,1.0729409060663035,8091.4226121546035
155,2.804187751761959,1002.9666778216936,1.0706739261510796,5853.168659500683
156,4.596641081146206,2477.1028052692113,1.068386004026269,5890.521818267014
157,4.351108240118203,2716.359759120527,1.0660778176525743,6098.858550125276
158,3.6405120002776417,1454.7089859101168,1.0637500509954332,4845.791483493318
159,4.424246170631302,2689.8579803226703,1.0614033938223433,5385.252738179193
160,5.329998723657752,2667.8132402171786,1.05903854149847,6184.508004160885
161,3.472037825862486,2090.284089483759,1.0566561947805948,5516.131660377307
162,2.7857786113930043,2031.908505438583,1.0542570596094651,4690.652719742136
163,4.352106056220345,2926.26036009921,1.0518418469006101,5501.138244780492
164,3.697621934512392,1789.8532090997426,1.0494112723336795,4871.699007263298
165,3.7342076582612584,2185.7341867858977,1.046966056140374,4700.107979921389
166,5.6956873272412185,3475.2062683859363,1.0445069228910235,6729.629205376825
167,4.879279364437049,2735.6474903261737,1.0420346012798825,7148.414352327497
168,3.4524841896396192,2593.312943554961,1.0395498239092011,6682.147924025581
169,5.627299085905291,2445.2059612665566,1.0370533270721403,6914.436761263464
170,4.348666645371249,2582.6340404196326,1.034545850534592,6730.319751533604
171,2.6033230140443053,2856.530330694235,1.0320281373159694,6033.954565965874
172,4.406005346411238,2041.575595523086,1.0295009334690364,5597.2088687703645
173,4.868973092538116,2393.614589007967,1.0269649878588343,5769.9021879658585
174,4.8460460829569385,1610.6152743546559,1.0244210519407775,5135.91348153196
175,4.312022725895347,2310.048835721113,1.0218698795379813,5128.973718121049
176,4.837032790296797,2785.887551196432,1.0193122266178871,5788.697337232428
177,2.2724465810880723,3319.574978181219,1.0167488510682543,5536.30766246606
178,5.105896697780994,2258.9523358549195,1.0141805124725798,5786.2578000906915
179,4.026055567483993,2292.7193876907686,1.0116079718850195,5599.941071623499
180,6.346951011638494,3130.9113457279273,1.009031991604869,7112.023878710524
181,4.912957703773128,2733.841060113203,1.0064533349506797,7392.464168907248
182,2.8374361348094466,1448.3655690185994,1.00387276603407,6057.733442648251
183,4.90380299594361,3240.575971912088,1.0012910495333034,6868.600861847247
184,3.9744467595289548,2834.203442225623,0.9987089504666968,6849.231142922517
185,3.96982198817073,2776.993509145475,0.9961272339659302,6747.288026633781
186,4.537075060216675,1482.1097376058492,0.9935466650493204,5672.663284565088
187,5.8526727867546535,2570.4407367998315,0.9909680083951311,6259.390040685898
188,3.383512209342134,2854.759013875638,0.9883920281149805,6073.565653044803
189,4.872473268136841,2725.7285856766202,0.9858194875274201,6460.993917371373
190,4.89479207540134,2435.1019459033478,0.9832511489317458,6503.765513580033
191,4.459252260433457,2387.6820126233347,0.9806877733821129,6322.065725656229
192,4.9933352310370696,1368.5843269937457,0.9781301204620189,5392.0913797167605
193,4.861073845525141,1882.4899377799197,0.9755789480592225,5054.175335674619
194,3.621701253851594,3010.8745253348657,0.9730350121411657,5279.6053951405775
195,4.460290264257216,3007.4289219661623,0.9704990665309635,5924.291371774912
196,4.360881061179804,2655.387031488102,0.9679718626840306,6188.95332156646
197,3.6796321725655625,2110.507196078342,0.9654541494654082,5777.6614412106555
198,2.3103712829975724,1328.2745734268663,0.9629466729278597,4627.440358148605
199,2.749399166393239,2888.2504578807593,0.960450176090799,4565.662768036299
200,3.2983287845070377,2777.296826269466,0.9579653987201175,4765.3059802663
201,5.405771187724324,3177.562886502613,0.9554930771089765,6173.181740604564
202,5.139648019793893,2416.196505167839,0.953033943859626,6440.049390404809
203,4.467801500736771,3372.943624897546,0.9505887276663205,7111.085340999487
204,4.371622941597796,1800.6996393333488,0.94815815309939,6419.658690063236
205,5.0299156649696375,2003.06033585789,0.9457429403905349,6019.422169464354
206,4.515916479624662,2789.0866357044833,0.9433438052194053,6203.340057573688
207,2.949030153267728,3042.7486428164966,0.94096145850153,5998.919719681017
208,4.1617839119981435,2569.3659190264543,0.9385966061776568,6017.818475677144
209,4.664483039927543,3038.02377759913,0.9362499490045669,6579.73983131859
210,5.577589963699458,1534.3563598446963,0.9339221823474257,5924.706687069767
211,6.116570893998816,2737.3945393654813,0.9316139959737312,6570.1745438884245
212,7.0220699750171685,2720.596405969809,0.9293260738489204,7363.381843620609
213,5.432613406120895,3003.765392865621,0.9270590939336965,7819.083766716185
214,5.211570958060776,2670.5491381835072,0.9248137279831337,7925.701519843157
215,4.647415507853065,1752.7488786002987,0.9225906413476221,7150.113079726007
216,5.7443082129642145,2389.1839361861666,0.9203904927757101,7038.08651623012
217,5.301864318831567,3068.3878117841477,0.9182139342189024,7421.625028439002
218,5.654377190034562,2053.82175443417,0.9160616106384736,7145.820887638756
219,5.333608972325052,2309.483132871289,0.9139341598143513,6937.766988167504
220,4.510628651412292,2424.848646366982,0.911832212156129,6681.555860222063
221,6.210885020488459,2509.0885361166706,0.9097563905162616,6948.72329329343
222,2.763501038457645,2933.245658314433,0.9077073100055009,6568.729381152613
223,4.9289716416531455,2400.9277985793037,0.9056855778106249,6559.415705104443
224,3.4614499817904036,2300.445919339875,0.9036917930145154,6108.816172141226
225,4.470530309707161,2768.0364416081384,0.9017265464186373,6283.9725068163125
226,4.811710697247444,2036.3965361556268,0.89979042036797,6025.056041738672
227,3.8604938789875924,2046.4698655206737,0.8978839885784476,5560.737688150436
228,5.714578328888477,3044.6871327169106,0.8960078159669534,6423.674573971123
229,4.250312013304406,1944.873487873661,0.8941624584839234,6050.061601049404
230,7.268747785540214,2237.3051708444737,0.8923484629486058,6437.748322233173
231,5.549438082313145,1670.185181695957,0.8905663668870268,5976.752378176234
232,3.789961478997906,1914.8524276326302,0.8888166983727106,5426.934970683706
233,2.732783658546884,1767.0614249071705,0.8870999758701987,4752.069722972421
234,4.069764486066237,2516.459040055802,0.8854167080814186,4858.1485014093005
235,2.8702237966243427,2373.474088362846,0.883767393794944,4655.779482949612
236,4.986474021832918,3929.26364649774,0.8821525217381928,6098.920246574597
237,3.8050580068123634,2317.174325394808,0.8805725704326077,6148.152019280605
238,5.426215500293075,2305.600305546403,0.8790280080518583,6347.2669899916755
239,5.603817305908222,2201.8501648129823,0.8775192922831127,6381.330888504779
240,5.802169837052301,2200.3576072938954,0.8760468701914136,6381.622357246084
241,3.836682246183088,2232.073363450764,0.8746111780872046,6029.979652355701
242,5.925588050017107,3327.8089684024044,0.8732126413970405,6952.249661005005
243,3.466319789249181,3000.307278104533,0.871851674537526,7022.623398302026
244,5.079623030524038,2534.3570597954467,0.8705286807925132,7156.014371369244
245,4.639638922865792,2644.3745804565892,0.8692440521936018,7165.378304385804
246,5.255835028835806,3253.745149252374,0.8679981694039697,7734.7897438050995
247,5.740698699314071,3546.7937632281596,0.866791401605576,8664.747112475066
248,5.028439223200156,2451.7860692104555,0.8656241063897636,8520.603119371117
249,4.852215732477278,2432.1519804622526,0.8644966296512974,8108.39226447541
250,3.417846826743851,2419.501359119052,0.8634093054858676,7325.554448886969
251,4.408897025712556,2268.058264322606,0.862362456091091,6754.291599136747
252,4.671372326682727,2855.427304181184,0.8613563916710361,6803.006752682085
253,3.7501950229369947,2188.7245650374834,0.8603914103443031,6211.803516524532
254,2.690211494884258,2738.7238424980283,0.8594677980556853,5676.769613163736
255,4.400718433439128,2381.2650474111374,0.8585858284914369,5624.474780453853
256,5.309618121121715,2819.30177461862,0.8577457629981743,6217.61400519098
257,4.034996183920326,2811.5495319798383,0.8569478505054332,6298.124808412769
258,3.6831168870253754,2168.384617730422,0.8561923274519055,5854.570414388169
259,4.786463110359658,2286.272527494375,0.8554794177153777,5798.241096139945
260,2.9675015242826874,2350.8842493703714,0.8548093325463904,5306.464596938087
