Time,Q_in_m3_d,S1_in_mg_L,Temp_Factor,CH4_Prod_L_d
1,4.009889705577567,2855.1202050425018,1.0,98.94578282209642
2,4.835198199755411,1611.1594610421498,1.0025820034233752,114.43029156949301
3,4.663115909959988,1997.616858486312,1.0051632417434118,124.60474232922736
4,4.275109595595402,3240.038251120923,1.007742950083488,132.52950233918858
5,5.0422775666829,3131.757392504428,1.010320364020348,145.0828485605966
6,6.709944137986154,2023.4025318883885,1.012894719810617,168.10488206498687
7,2.2528025627886072,2926.9323574591535,1.0154652546171152,221.76854177943895
8,2.5179491649019905,3475.6024231995693,1.0180312067349029,310.27270418735463
9,3.4760429786800975,3177.12490525794,1.0205918158169898,445.63940024767555
10,5.384206687160082,2438.524636591449,1.0231463230996423,631.5359892626542
11,5.223499830029573,3035.58645953153,1.0256939716272215,909.370362127208
12,4.227926701286172,2045.8142170777348,1.0282340064764866,1345.6900961127585
13,4.001068470014804,2297.652845491717,1.030765674980293,1985.0084733951135
14,4.393170620402629,2327.4560021198276,1.0332882269506247,2844.833372190163
15,4.369072556296774,3765.816084485119,1.0358009149008924,3965.661403259248
16,4.5705007078638715,2740.4565037838624,1.038302994267428,5362.995110116179
17,5.213757211509477,2455.226789597171,1.040793723630116,6929.336055055675
18,5.717586136276308,2752.7417613733373,1.0432723649320914,8493.816822526813
19,2.9984057452936366,1813.4831146308734,1.0457381836984434,10240.345502719207
20,6.463503985945633,2255.194790868094,1.0481904492538547,10828.068839932039
21,2.4913380952380995,3456.768240864227,1.050628434939117,11264.075260857348
22,4.189263474619106,2649.0485830654625,1.0530514183264557,11132.988031123385
23,4.799846784004881,3018.158062817076,1.0554586814336009,10979.11620847438
24,5.013163559536849,1776.8332472842242,1.0578495109365411,10167.219186042623
25,5.774868375611676,1052.2980435936072,1.0602231983808958,8503.758536763431
26,5.428692452574312,2185.0090527320026,1.0625790403918476,7620.492647944779
27,3.237047907225207,1594.4647416907956,1.0649163388825647,6383.776911611279
28,3.2610799042528065,2749.116327148165,1.0672344012610615,5964.623509464937
29,4.528202142620558,3279.2368034837023,1.0695325406354277,6659.171907636444
30,6.0344266800962965,1889.3090042985757,1.0718100760173683,6636.9308583479005
31,3.8673234607614173,2676.88331613237,1.0740663325239965,6529.581424834961
32,4.778503628022237,3051.830031009895,1.0763006415778156,7127.7979161278345
33,4.792978395543314,3084.2536965447334,1.0785123411048325,7731.374674680671
34,4.415718303030977,1130.3413646194479,1.080700775730745,6373.66187711126
35,4.922628893222389,2343.406579198982,1.0828652969751429,6250.673450051063
36,5.611609336394971,2560.1677412274275,1.0850052634436675,6677.106031069553
37,4.0606485548257725,3047.4773478928705,1.0871200410180701,6919.755645240422
38,2.5397973121363195,2638.9333628063446,1.0892090030441146,6227.137986120156
39,4.310609693557343,2084.135539977943,1.0912715305172689,5825.24419370268
40,5.182128825068241,2066.718130985926,1.0933070122661301,5747.256257709872
41,3.726946944719191,1387.527224099701,1.0953148451335266,4695.808412008544
42,4.637457990198866,2612.3447988015587,1.0972944341552473,5267.137330130753
43,2.989106411899833,1871.6155668229972,1.0992451927363418,4610.731256512421
44,4.7317748247333,3686.9305705503693,1.1011665428249418,6361.434118531859
45,4.0309514743345245,2550.327726417689,1.10305791508355,6436.290240341679
