Time,Q_in_m3_d,S1_in_mg_L,Temp_Factor,CH4_Prod_L_d
1,6.092088901890984,3090.6819764309685,1.0,95.64019358767428
2,4.938403088181534,2212.3822285263977,1.0025820034233752,110.9260722907889
3,3.769969788698119,2026.0713290836634,1.0051632417434118,124.00672114368572
4,5.366731800947192,2883.408023666318,1.007742950083488,132.6753897128655
5,4.495204100627034,2040.7323787066184,1.010320364020348,149.52722450130398
6,2.5327342150652763,2805.439867546709,1.012894719810617,185.90128348944162
7,5.310214344190396,3067.3095441591145,1.0154652546171152,239.53400429689228
8,5.040271096061379,2069.030634563621,1.0180312067349029,325.1491330426955
9,4.744486305305754,2415.513772584763,1.0205918158169898,456.89827630926106
10,5.120035209106721,2395.215613830348,1.0231463230996423,647.5147755323009
11,5.262221753462121,2106.104976947561,1.0256939716272215,919.3123361539889
12,5.812206100535198,2242.3600710178575,1.0282340064764866,1279.8123313595217
13,3.547592388360137,2550.9150363569797,1.030765674980293,1859.8566892704034
14,4.1653573934569,1957.532024399045,1.0332882269506247,2595.832740179044
15,4.941150681040671,3022.7263855937363,1.0358009149008924,3450.555404809457
16,2.450243156494116,2348.9330454810797,1.038302994267428,4717.543288851556
17,2.5911825493899467,2453.0647233137656,1.040793723630116,6172.966281791963
18,3.9137838486706626,2991.5639324297554,1.0432723649320914,7534.2396757502775
19,5.635748088620123,2345.480259753678,1.0457381836984434,8554.468786584446
20,4.510188902941506,2402.5808582149793,1.0481904492538547,9389.067266697048
21,4.525923719012206,2158.2433430517476,1.050628434939117,9794.030042717157
22,5.744646991861847,2822.0230176854634,1.0530514183264557,9990.52836367775
23,6.646364767068221,2601.6213703130566,1.0554586814336009,10158.82189953962
24,3.991217424954427,2933.856033621021,1.0578495109365411,10220.611872463447
25,3.96949434715889,1418.7059258958236,1.0602231983808958,9544.381324403825
26,3.9800828535874704,2335.8820684759617,1.0625790403918476,8846.080106281634
27,4.875179075989035,2999.5812257595385,1.0649163388825647,8802.428372531484
28,4.591102491651079,2687.91408466461,1.0672344012610615,8635.763946550358
29,5.108504938803379,2393.3310307628417,1.0695325406354277,8344.378291974162
30,5.487687892443718,2681.5332513340873,1.0718100760173683,8377.707899527755
31,3.942773436032967,3601.0532119417257,1.0740663325239965,8609.836828901127
32,5.790432015910438,2698.346750430515,1.0763006415778156,8833.714920430362
33,4.1751786093029315,2633.7812381676317,1.0785123411048325,8266.342337139877
34,4.494714172890874,1838.095753836324,1.080700775730745,7049.791249364446
35,3.894732378421019,2215.9099638557295,1.0828652969751429,6203.371831004382
36,3.9327787474879488,2671.7910001575615,1.0850052634436675,6050.4492276379215
37,5.615307939271352,1988.88048794578,1.0871200410180701,5933.769938407148
38,2.6771651013866027,2264.8256282776574,1.0892090030441146,5086.524992467513
39,5.726120241197189,2404.3226147909736,1.0912715305172689,5820.579446778099
40,4.813375101342729,3523.6528223209625,1.0933070122661301,7115.654583958355
41,4.202359775616122,2127.7301613548484,1.0953148451335266,6635.792513521874
42,5.879517540220534,2269.9436178220644,1.0972944341552473,6792.94821335004
43,4.657572507231774,2348.861332650002,1.0992451927363418,6556.877075615384
44,3.324928733483455,2326.794172194436,1.1011665428249418,5883.222270821791
